link,brand,size,product_name,new_price,old_price
https://www.grailed.com/listings/67770908-rick-owens-michele-lamy-eyebrow-sunglasses?g_aidx=Listing_by_date_added_production&g_aqid=050df6c9f23a7677e8380cbef7ed162f,RICK OWENS,OS,Michele Lamy Eyebrow sunglasses,162.0,
https://www.grailed.com/listings/67782260-converse-x-rick-owens-rick-owens-x-converse-drkshdw-turbowpn-high-top-sneakers?g_aidx=Listing_by_date_added_production&g_aqid=f1df3a832c30286790327e4487508bf4,CONVERSE × RICK OWENS,10,Rick Owens x Converse Drkshdw Turbowpn High Top Sneakers,162.0,
https://www.grailed.com/listings/67817926-comme-des-garcons-x-issey-miyake-x-rick-owens-issey-miyake?g_aidx=Listing_by_date_added_production&g_aqid=7dfd6d52d7bbc735e9a2f9488bbd477e,COMME DES GARCONS × ISSEY MIYAKE × RICK OWENS,32,Issey miyake,167.0,
https://www.grailed.com/listings/67769718-rick-owens-x-rick-owens-drkshdw-rick-owens-jumbo-tote-bag-rare-size-xl?g_aidx=Listing_by_date_added_production&g_aqid=f831477b6d787b90fc5d82e5d260ad13,RICK OWENS × RICK OWENS DRKSHDW,OS,RICK OWENS Jumbo Tote Bag Rare Size XL,170.0,
https://www.grailed.com/listings/67821526-converse-x-rick-owens-x-rick-owens-drkshdw-rick-owens-converse?g_aidx=Listing_by_date_added_production&g_aqid=7dfd6d52d7bbc735e9a2f9488bbd477e,CONVERSE × RICK OWENS × RICK OWENS DRKSHDW,9.5,Rick Owens Converse,170.0,
https://www.grailed.com/listings/67755429-champion-x-rick-owens-rick-owens-champion-track-pant?g_aidx=Listing_by_date_added_production&g_aqid=c772043919ff32bd3b76a85e86766d9b,CHAMPION × RICK OWENS,31,Rick owens champion track pant,170.0,
https://www.grailed.com/listings/67707653-rick-owens-rick-ownes-long-sleeve?g_aidx=Listing_by_date_added_production&g_aqid=ce5ae5fc86762f52f4199f8b762a2ce9,RICK OWENS,XXL,Rick ownes long sleeve,170.0,
https://www.grailed.com/listings/67675477-rick-owens-cargo-pocket-sweatpants?g_aidx=Listing_by_date_added_production&g_aqid=fd15f7f92f7f1e422c9215a150cdcaff,RICK OWENS,27,Cargo Pocket Sweatpants,175.0,
https://www.grailed.com/listings/67861531-rick-owens-daub-long-linen-shirt?g_aidx=Listing_by_date_added_production&g_aqid=fcbcf4337395d8c522faeb6636e872b1,RICK OWENS,M,Daub Long Linen Shirt,175.0,
https://www.grailed.com/listings/67788042-rick-owens-fw17-glitter-oversized-hoodie?g_aidx=Listing_by_date_added_production&g_aqid=339ac239f4e4ad8ba781aeeb2200d1ae,RICK OWENS,S,FW17 'Glitter' Oversized Hoodie,180.0,
